[[27.875 27.875 27.875 27.875 27.875]],[27.874804 27.882559 27.876177 27.867758 27.864689]
[[27.875 27.875 27.875 27.875 27.875]],[27.86213  27.86762  27.859346 27.848816 27.844732]
[[27.875 27.875 27.875 27.875 27.875]],[27.852451 27.856913 27.848309 27.83831  27.835657]
[[27.875  27.875  27.875  27.875  27.9375]],[27.850561 27.856068 27.849308 27.842064 27.841446]
[[27.875  27.875  27.875  27.9375 27.9375]],[27.859734 27.87044  27.868578 27.865978 27.868628]
[[27.875  27.875  27.9375 27.9375 27.9375]],[27.859734 27.87044  27.868578 27.865978 27.868628]
[[27.875  27.9375 27.9375 27.9375 28.    ]],[27.859734 27.87044  27.868578 27.865978 27.868628]
[[27.9375 27.9375 27.9375 28.     28.    ]],[27.859734 27.87044  27.868578 27.865978 27.868628]
[[27.9375 27.9375 28.     28.     28.0625]],[27.924168 27.95257  27.968908 27.986198 28.00842 ]
[[27.9375 28.     28.     28.0625 28.125 ]],[27.950521 27.993359 28.021534 28.050701 28.08449 ]
[[28.     28.     28.0625 28.125  28.125 ]],[27.957258 27.99834  28.024338 28.050907 28.080841]
[[28.     28.0625 28.125  28.125  28.125 ]],[28.003878 28.044855 28.073986 28.102972 28.13556 ]
[[28.0625 28.125  28.125  28.125  28.125 ]],[28.012545 28.054602 28.083628 28.112762 28.146046]
[[28.125 28.125 28.125 28.125 28.125]],[28.06504  28.10787  28.139751 28.173225 28.208838]
[[28.125  28.125  28.125  28.125  28.1875]],[28.120667 28.162241 28.194191 28.230932 28.267567]
[[28.125  28.125  28.125  28.1875 28.25  ]],[28.139263 28.182886 28.21526  28.2513   28.28705 ]
[[28.125  28.125  28.1875 28.25   28.25  ]],[28.152847 28.197466 28.231268 28.26321  28.295895]
[[28.125  28.1875 28.25   28.25   28.3125]],[28.126505 28.147606 28.160376 28.170475 28.182346]
[[28.1875 28.25   28.25   28.3125 28.3125]],[28.106497 28.113125 28.113125 28.110292 28.110237]
[[28.25   28.25   28.3125 28.3125 28.3125]],[28.17327  28.199678 28.219505 28.237787 28.258995]
[[28.25   28.3125 28.3125 28.3125 28.3125]],[28.241247 28.280018 28.312916 28.34628  28.381142]
[[28.3125 28.3125 28.3125 28.3125 28.375 ]],[28.264072 28.306002 28.339834 28.375366 28.409866]
[[28.3125 28.3125 28.3125 28.375  28.375 ]],[28.31855  28.359015 28.394007 28.42932  28.462769]
[[28.3125 28.3125 28.375  28.375  28.4375]],[28.329496 28.370459 28.405733 28.437578 28.469849]
[[28.3125 28.375  28.375  28.4375 28.4375]],[28.327662 28.36205  28.390234 28.414852 28.44001 ]
[[28.375  28.375  28.4375 28.4375 28.5   ]],[28.309307 28.325464 28.337746 28.345308 28.35332 ]
[[28.375  28.4375 28.4375 28.5    28.5   ]],[28.356237 28.377792 28.397131 28.412905 28.430225]
[[28.4375 28.4375 28.5    28.5    28.5625]],[28.381283 28.415329 28.44532  28.471262 28.498505]
[[28.4375 28.5    28.5    28.5625 28.625 ]],[28.439236 28.47753  28.514008 28.546087 28.578234]
[[28.5    28.5    28.5625 28.625  28.625 ]],[28.454632 28.494514 28.531788 28.563263 28.594717]
[[28.5    28.5625 28.625  28.625  28.6875]],[28.501982 28.539846 28.577406 28.609367 28.641176]
[[28.5625 28.625  28.625  28.6875 28.6875]],[28.517157 28.556444 28.594646 28.625914 28.65692 ]
[[28.625  28.625  28.6875 28.6875 28.75  ]],[28.56484  28.602362 28.641088 28.672998 28.704542]
[[28.625  28.6875 28.6875 28.75   28.75  ]],[28.621117 28.65686  28.696321 28.7311   28.762152]
[[28.6875 28.6875 28.75   28.75   28.8125]],[28.639788 28.678078 28.718445 28.75283  28.783873]
[[28.6875 28.75   28.75   28.8125 28.875 ]],[28.695055 28.732168 28.774002 28.808302 28.838234]
[[28.75   28.75   28.8125 28.875  28.875 ]],[28.70117  28.735292 28.77253  28.801573 28.828606]
[[28.75   28.8125 28.875  28.875  28.875 ]],[28.750568 28.784302 28.823465 28.853962 28.882584]
[[28.8125 28.875  28.875  28.875  29.    ]],[28.762669 28.79515  28.832146 28.86059  28.886387]
[[28.875 28.875 28.875 29.    29.   ]],[28.812256 28.844442 28.883434 28.91342  28.940872]
[[28.875 28.875 29.    29.    29.   ]],[28.872087 28.905716 28.951054 28.985682 29.013508]
[[28.875  29.     29.     29.     29.0625]],[28.890545 28.92673  28.973198 29.007618 29.035532]
[[29.     29.     29.     29.0625 29.125 ]],[28.893278 28.921124 28.955677 28.980968 29.001047]
[[29.     29.     29.0625 29.125  29.125 ]],[28.98108  29.008247 29.04944  29.079569 29.10388 ]
[[29.     29.0625 29.125  29.125  29.125 ]],[29.003012 29.035847 29.083141 29.116846 29.1432  ]
[[29.0625 29.125  29.125  29.125  29.1875]],[29.020914 29.052738 29.097363 29.12868  29.150639]
[[29.125  29.125  29.125  29.1875 29.1875]],[29.063263 29.086823 29.124228 29.150581 29.16836 ]
[[29.125  29.125  29.1875 29.1875 29.1875]],[29.10923  29.132828 29.173275 29.201595 29.222103]
[[29.125  29.1875 29.1875 29.1875 29.25  ]],[29.131382 29.159237 29.203136 29.232416 29.25241 ]
[[29.1875 29.1875 29.1875 29.25   29.25  ]],[29.135374 29.153536 29.187056 29.208178 29.218872]
[[29.1875 29.1875 29.25   29.25   29.3125]],[29.168036 29.176506 29.202719 29.217445 29.223557]
[[29.1875 29.25   29.25   29.3125 29.3125]],[29.175104 29.184374 29.210905 29.226007 29.232616]
[[29.25   29.25   29.3125 29.3125 29.3125]],[29.182983 29.191095 29.215607 29.2279   29.231256]
[[29.25   29.3125 29.3125 29.3125 29.3125]],[29.229958 29.237547 29.264364 29.278866 29.283623]
[[29.3125 29.3125 29.3125 29.3125 29.375 ]],[29.236584 29.24488  29.271736 29.286354 29.291563]
[[29.3125 29.3125 29.3125 29.375  29.375 ]],[29.29747  29.31413  29.350454 29.373306 29.38537 ]
[[29.3125 29.3125 29.375  29.375  29.375 ]],[29.307398 29.321241 29.354578 29.374084 29.382177]
[[29.3125 29.375  29.375  29.375  29.4375]],[29.30582  29.312065 29.337229 29.34863  29.3493  ]
[[29.375  29.375  29.375  29.4375 29.4375]],[29.303986 29.304375 29.322428 29.326628 29.321484]
[[29.375  29.375  29.4375 29.4375 29.4375]],[29.345041 29.346537 29.36842  29.377243 29.376694]
[[29.375  29.4375 29.4375 29.4375 29.4375]],[29.358505 29.364777 29.391582 29.404696 29.407118]
[[29.4375 29.4375 29.4375 29.4375 29.4375]],[29.366846 29.372156 29.397398 29.408188 29.407545]
[[29.4375 29.4375 29.4375 29.4375 29.4375]],[29.413078 29.417734 29.444544 29.456911 29.457577]
[[29.4375 29.4375 29.4375 29.4375 29.5   ]],[29.419645 29.425077 29.452047 29.464663 29.465822]
[[29.4375 29.4375 29.4375 29.5    29.5   ]],[29.427982 29.432476 29.457926 29.468275 29.466406]
[[29.4375 29.4375 29.5    29.5    29.5   ]],[29.426981 29.426012 29.445127 29.449047 29.441622]
[[29.4375 29.5    29.5    29.5    29.5   ]],[29.420153 29.415285 29.42973  29.429693 29.41986 ]
[[29.5 29.5 29.5 29.5 29.5]],[29.420153 29.415285 29.42973  29.429693 29.41986 ]
[[29.5    29.5    29.5    29.5    29.5625]],[29.467556 29.46757  29.489956 29.498    29.495058]
[[29.5    29.5    29.5    29.5625 29.5625]],[29.480896 29.485607 29.512869 29.525162 29.525148]
[[29.5    29.5    29.5625 29.5625 29.5625]],[29.48923  29.493023 29.518805 29.528896 29.525887]
[[29.5    29.5625 29.5625 29.5625 29.5625]],[29.488255 29.486662 29.506197 29.509954 29.501453]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.481483 29.47606  29.49099  29.490852 29.479984]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.528992 29.528444 29.551277 29.55919  29.555191]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542248 29.54636  29.574043 29.586197 29.585098]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.550575 29.553795 29.580036 29.590046 29.58599 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.549635 29.547543 29.567625 29.571398 29.56192 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5625]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5625 29.5   ]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5625 29.5    29.5   ]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5625 29.5    29.5    29.5   ]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5625 29.5    29.5    29.5    29.5   ]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5 29.5 29.5 29.5 29.5]],[29.542933 29.537075 29.552618 29.55256  29.54075 ]
[[29.5 29.5 29.5 29.5 29.5]],[29.494877 29.483953 29.4915   29.48322  29.464249]
[[29.5    29.5    29.5    29.5    29.4375]],[29.48118  29.462448 29.46407  29.453964 29.430126]
[[29.5    29.5    29.5    29.4375 29.4375]],[29.470058 29.452375 29.45473  29.443989 29.42229 ]
[[29.5    29.5    29.4375 29.4375 29.4375]],[29.474548 29.465334 29.47567  29.47166  29.458437]
[[29.5    29.4375 29.4375 29.4375 29.4375]],[29.481483 29.47606  29.49099  29.490852 29.479984]
[[29.4375 29.4375 29.4375 29.4375 29.4375]],[29.481483 29.47606  29.49099  29.490852 29.479984]
[[29.4375 29.4375 29.4375 29.4375 29.4375]],[29.42931  29.4167   29.421598 29.410894 29.390368]
[[29.4375 29.4375 29.4375 29.4375 29.4375]],[29.417871 29.39742  29.396992 29.386719 29.362114]
[[29.4375 29.4375 29.4375 29.4375 29.375 ]],[29.406698 29.387344 29.387674 29.376764 29.354345]
[[29.4375 29.4375 29.4375 29.375  29.375 ]],[29.408878 29.398237 29.4061   29.399601 29.384958]
[[29.4375 29.4375 29.375  29.375  29.375 ]],[29.420153 29.415285 29.42973  29.429693 29.41986 ]
[[29.4375 29.375  29.375  29.375  29.375 ]],[29.420153 29.415285 29.42973  29.429693 29.41986 ]
[[29.375 29.375 29.375 29.375 29.375]],[29.420153 29.415285 29.42973  29.429693 29.41986 ]
[[29.375 29.375 29.375 29.375 29.375]],[29.366108 29.352057 29.35506  29.344198 29.323053]
[[29.375  29.375  29.375  29.375  29.3125]],[29.353834 29.333511 29.332005 29.320862 29.296442]
[[29.375  29.375  29.375  29.3125 29.3125]],[29.343412 29.322605 29.321041 29.30999  29.28697 ]
[[29.375  29.375  29.3125 29.3125 29.3125]],[29.343216 29.331224 29.336643 29.327736 29.311745]
[[29.375  29.3125 29.3125 29.3125 29.3125]],[29.356493 29.35132  29.364056 29.362741 29.352964]
[[29.3125 29.3125 29.3125 29.3125 29.3125]],[29.356493 29.35132  29.364056 29.362741 29.352964]
[[29.3125 29.3125 29.3125 29.3125 29.25  ]],[29.302975 29.287691 29.288935 29.277945 29.256311]
[[29.3125 29.3125 29.3125 29.25   29.25  ]],[29.289639 29.270147 29.26794  29.255749 29.23188 ]
[[29.3125 29.3125 29.25   29.25   29.25  ]],[29.27944  29.258965 29.25646  29.244593 29.221897]
[[29.3125 29.25   29.25   29.25   29.1875]],[29.277893 29.264763 29.267944 29.256916 29.239794]
[[29.25   29.25   29.25   29.1875 29.1875]],[29.291302 29.285099 29.295696 29.29238  29.281569]
[[29.25   29.25   29.1875 29.1875 29.1875]],[29.239914 29.223616 29.223228 29.212145 29.190147]
[[29.25   29.1875 29.1875 29.1875 29.1875]],[29.225628 29.206978 29.204113 29.190987 29.167694]
[[29.1875 29.1875 29.1875 29.1875 29.125 ]],[29.215422 29.19578  29.192606 29.179834 29.157728]
[[29.1875 29.1875 29.1875 29.125  29.125 ]],[29.168552 29.151278 29.147654 29.133827 29.111603]
[[29.1875 29.1875 29.125  29.125  29.125 ]],[29.16181  29.144016 29.140524 29.126585 29.103899]
[[29.1875 29.125  29.125  29.125  29.125 ]],[29.151602 29.132801 29.129002 29.115442 29.093954]
[[29.125  29.125  29.125  29.125  29.0625]],[29.150415 29.135666 29.135548 29.123169 29.105179]
[[29.125  29.125  29.125  29.0625 29.0625]],[29.112732 29.097754 29.095926 29.083525 29.062548]
[[29.125  29.125  29.0625 29.0625 29.0625]],[29.098192 29.081266 29.077185 29.062553 29.040499]
[[29.125  29.0625 29.0625 29.0625 29.0625]],[29.087984 29.070038 29.065653 29.051424 29.030575]
[[29.0625 29.0625 29.0625 29.0625 29.    ]],[29.087456 29.072203 29.070803 29.05841  29.040386]
[[29.0625 29.0625 29.0625 29.     29.    ]],[29.049313 29.03524  29.032864 29.01988  28.999563]
[[29.0625 29.0625 29.     29.     29.0625]],[29.034775 29.018734 29.014105 28.9989   28.977499]
[[29.0625 29.     29.     29.0625 29.    ]],[29.024569 29.007496 29.002565 28.987783 28.967606]
[[29.     29.     29.0625 29.     29.    ]],[29.024605 29.00904  29.006489 28.994118 28.976175]
[[29.     29.0625 29.     29.     29.    ]],[28.986086 28.972937 28.970049 28.9566   28.936972]
[[29.0625 29.     29.     29.     28.9375]],[28.971556 28.95642  28.951286 28.935617 28.914906]
[[29.     29.     29.     28.9375 28.9375]],[29.006569 28.99141  28.989767 28.976942 28.960773]
[[29.     29.     28.9375 28.9375 28.9375]],[28.977497 28.970186 28.973219 28.96428  28.952257]
[[29.     28.9375 28.9375 28.9375 28.9375]],[28.978035 28.968197 28.969084 28.957054 28.940374]
[[28.9375 28.9375 28.9375 28.9375 28.875 ]],[28.96912  28.954401 28.951422 28.938423 28.919577]
